[01:52:30] [main/DEBUG] [FML/]: Injecting tracing printstreams for STDOUT/STDERR.
[01:52:31] [main/INFO] [FML/]: Forge Mod Loader version 7.99.40.1614 for Minecraft 1.7.10 loading
[01:52:31] [main/INFO] [FML/]: Java is OpenJDK 64-Bit Server VM, version 1.8.0_442, running on Linux:amd64:6.8.0-1021-azure, installed at /usr/lib/jvm/java-8-openjdk-amd64/jre
[01:52:31] [main/DEBUG] [FML/]: Java classpath at launch is /workspaces/dawnmine/servidor_minecraft/forge-1.7.10-10.13.4.1614-1.7.10-universal.jar
[01:52:31] [main/DEBUG] [FML/]: Java library path at launch is /tmp/_MEI4ERRH3:/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
[01:52:31] [main/DEBUG] [FML/]: Enabling runtime deobfuscation
[01:52:31] [main/DEBUG] [FML/]: Instantiating coremod class FMLCorePlugin
[01:52:31] [main/DEBUG] [FML/]: Added access transformer class cpw.mods.fml.common.asm.transformers.AccessTransformer to enqueued access transformers
[01:52:31] [main/DEBUG] [FML/]: Enqueued coremod FMLCorePlugin
[01:52:31] [main/DEBUG] [FML/]: Instantiating coremod class FMLForgePlugin
[01:52:31] [main/DEBUG] [FML/]: Added access transformer class net.minecraftforge.transformers.ForgeAccessTransformer to enqueued access transformers
[01:52:31] [main/DEBUG] [FML/]: Enqueued coremod FMLForgePlugin
[01:52:31] [main/DEBUG] [FML/]: All fundamental core mods are successfully located
[01:52:31] [main/DEBUG] [FML/]: Attempting to load commandline specified mods, relative to /workspaces/dawnmine/servidor_minecraft/.
[01:52:31] [main/DEBUG] [FML/]: Discovering coremods
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy [1.7.10]Treecapitator-universal-2.0.4.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in [1.7.10]Treecapitator-universal-2.0.4.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy [MC1.7.10]DeconTable-3.0.2.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in [MC1.7.10]DeconTable-3.0.2.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy backpack-2.0.1-1.7.x.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in backpack-2.0.1-1.7.x.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy BackTools-1.16.5-10.2.0.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in BackTools-1.16.5-10.2.0.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy BetterStorage-1.7.10-0.13.1.128-api.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in BetterStorage-1.7.10-0.13.1.128-api.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy BiblioCraft[v1.11.7][MC1.7.10].jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in BiblioCraft[v1.11.7][MC1.7.10].jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy BiomesOPlenty-1.7.10-2.1.0.2308-universal.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in BiomesOPlenty-1.7.10-2.1.0.2308-universal.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy BloodMagic-1.7.10-1.3.3-17.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in BloodMagic-1.7.10-1.3.3-17.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy chocolateQuest-1.7.10-1.0.jar
[01:52:31] [main/DEBUG] [FML/]: Not found coremod data in chocolateQuest-1.7.10-1.0.jar
[01:52:31] [main/DEBUG] [FML/]: Examining for coremod candidacy CodeChickenCore-1.7.10-1.0.7.48-universal.jar
[01:52:31] [main/TRACE] [FML/]: Adding CodeChickenCore-1.7.10-1.0.7.48-universal.jar to the list of known coremods, it will not be examined again
[01:52:31] [main/DEBUG] [FML/]: Instantiating coremod class CodeChickenCorePlugin
[01:52:31] [main/WARN] [FML/]: The coremod codechicken.core.launch.CodeChickenCorePlugin does not have a MCVersion annotation, it may cause issues with this version of Minecraft
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: java.lang.RuntimeException: A download error occured
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at codechicken.core.launch.DepLoader$DepLoadInst.download(DepLoader.java:354)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at codechicken.core.launch.DepLoader$DepLoadInst.load(DepLoader.java:480)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at codechicken.core.launch.DepLoader$DepLoadInst.loadDeps(DepLoader.java:466)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at codechicken.core.launch.DepLoader$DepLoadInst.load(DepLoader.java:449)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at codechicken.core.launch.DepLoader.load(DepLoader.java:584)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at codechicken.core.launch.CodeChickenCorePlugin.<init>(CodeChickenCorePlugin.java:47)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:62)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at java.lang.reflect.Constructor.newInstance(Constructor.java:423)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at java.lang.Class.newInstance(Class.java:442)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.CoreModManager.loadCoreMod(CoreModManager.java:501)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.CoreModManager.discoverCoreMods(CoreModManager.java:389)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.CoreModManager.handleLaunch(CoreModManager.java:221)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.FMLLaunchHandler.setupHome(FMLLaunchHandler.java:90)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.FMLLaunchHandler.setupServer(FMLLaunchHandler.java:74)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.FMLLaunchHandler.configureForServerLaunch(FMLLaunchHandler.java:39)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.common.launcher.FMLServerTweaker.injectIntoClassLoader(FMLServerTweaker.java:23)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at net.minecraft.launchwrapper.Launch.launch(Launch.java:115)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at net.minecraft.launchwrapper.Launch.main(Launch.java:28)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at java.lang.reflect.Method.invoke(Method.java:498)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.ServerLaunchWrapper.run(ServerLaunchWrapper.java:43)
[01:52:36] [main/INFO] [STDERR/]: [java.lang.Throwable$WrappedPrintStream:println:749]: 	at cpw.mods.fml.relauncher.ServerLaunchWrapper.main(ServerLaunchWrapper.java:12)
